Ngày,Giá đóng,Giá trị thay đổi,% thay đổi,Giá mở,Giá cao nhất,Giá thấp nhất,Tổng KL GD,Tổng GT GD
10/04/2017,"47,000",0.00,0.00,"47,000","47,250","46,900","421,960","19,832,120,000"
07/04/2017,"47,000",0.45,0.97,"46,350","47,050","46,350","900,280","42,313,160,000"
05/04/2017,"46,550",-0.45,-0.96,"47,000","47,000","46,550","598,970","27,882,053,500"
04/04/2017,"47,000",0.60,1.29,"46,350","47,000","46,350","981,010","46,107,470,000"
03/04/2017,"46,400",-0.90,-1.90,"47,300","47,500","46,400","1,994,720","92,555,008,000"
31/03/2017,"47,300",0.20,0.42,"47,100","47,700","47,000","1,213,360","57,391,928,000"
30/03/2017,"47,100",-0.40,-0.84,"47,500","47,850","47,100","752,470","35,441,337,000"
29/03/2017,"47,500",0.10,0.21,"47,400","47,800","47,200","605,170","28,745,575,000"
28/03/2017,"47,400",-0.20,-0.42,"47,600","48,250","47,300","1,161,770","55,067,898,000"
27/03/2017,"47,600",-0.10,-0.21,"47,600","48,000","47,250","1,021,940","48,644,344,000"
24/03/2017,"47,700",-0.30,-0.62,"48,400","49,000","47,450","1,937,460","92,416,842,000"
23/03/2017,"48,000",1.90,4.12,"46,000","48,000","45,900","2,026,020","97,248,960,000"
22/03/2017,"46,100",-0.50,-1.07,"46,700","46,750","46,100","1,208,130","55,694,793,000"
21/03/2017,"46,600",0.00,0.00,"46,800","47,250","46,600","1,881,270","87,667,182,000"
20/03/2017,"46,600",0.70,1.53,"45,900","46,700","45,900","1,573,640","73,331,624,000"
17/03/2017,"45,900",0.20,0.44,"45,900","46,300","45,750","987,600","45,330,840,000"
16/03/2017,"45,700",0.15,0.33,"45,600","45,900","45,500","610,500","27,899,850,000"
15/03/2017,"45,550",-0.15,-0.33,"45,700","45,900","45,450","632,570","28,813,563,500"
14/03/2017,"45,700",-0.05,-0.11,"45,800","46,200","45,700","600,400","27,438,280,000"
13/03/2017,"45,750",-0.25,-0.54,"46,100","46,300","45,700","463,260","21,194,145,000"
10/03/2017,"46,000",0.50,1.10,"45,800","46,400","45,700","1,204,950","55,427,700,000"
09/03/2017,"45,500",-0.30,-0.66,"45,800","45,900","45,500","517,110","23,528,505,000"
08/03/2017,"45,800",0.00,0.00,"45,700","46,000","45,550","486,250","22,270,250,000"
07/03/2017,"45,800",-0.15,-0.33,"46,000","46,000","45,550","474,030","21,710,574,000"
06/03/2017,"45,950",0.30,0.66,"45,650","46,100","45,650","519,090","23,852,185,500"
03/03/2017,"45,650",0.20,0.44,"45,450","45,900","45,150","400,430","18,279,629,500"
02/03/2017,"45,450",-0.25,-0.55,"45,700","45,900","45,400","625,140","28,412,613,000"
01/03/2017,"45,700",-0.15,-0.33,"45,850","45,900","45,350","814,870","37,239,559,000"
28/02/2017,"45,850",-0.70,-1.50,"46,600","46,800","45,800","787,960","36,127,966,000"
27/02/2017,"46,550",0.55,1.20,"46,000","46,900","46,000","1,791,360","83,387,808,000"
24/02/2017,"46,000",0.00,0.00,"46,000","46,100","45,500","929,360","42,750,560,000"
23/02/2017,"46,000",0.20,0.44,"45,900","46,350","45,650","1,042,580","47,958,680,000"
22/02/2017,"45,800",0.40,0.88,"45,700","46,300","45,400","1,230,810","56,371,098,000"
21/02/2017,"45,400",0.35,0.78,"45,300","45,900","45,050","1,056,640","47,971,456,000"
20/02/2017,"45,050",-0.25,-0.55,"45,300","45,400","45,000","739,970","33,335,648,500"
17/02/2017,"45,300",0.00,0.00,"45,200","45,500","44,900","816,130","36,970,689,000"
16/02/2017,"45,300",-0.70,-1.52,"46,000","46,250","45,300","1,114,930","50,506,329,000"
15/02/2017,"46,000",-0.40,-0.86,"46,500","46,500","45,800","1,155,260","53,141,960,000"
14/02/2017,"46,400",1.60,3.57,"45,000","46,400","44,900","1,942,460","90,130,144,000"
13/02/2017,"44,800",0.35,0.79,"44,600","44,850","44,400","843,490","37,788,352,000"
10/02/2017,"44,450",-0.10,-0.22,"44,500","44,600","44,250","615,430","27,355,863,500"
09/02/2017,"44,550",-0.05,-0.11,"44,600","44,700","44,500","796,670","35,491,648,500"
08/02/2017,"44,600",0.10,0.22,"44,600","44,950","44,450","580,940","25,909,924,000"
07/02/2017,"44,500",0.20,0.45,"44,250","44,700","44,250","919,390","40,912,855,000"
06/02/2017,"44,300",-0.40,-0.89,"44,500","44,500","44,200","553,780","24,532,454,000"
03/02/2017,"44,700",-0.20,-0.45,"44,700","44,900","44,400","497,380","22,232,886,000"
02/02/2017,"44,900",-0.20,-0.44,"45,200","45,400","44,600","487,480","21,887,852,000"
25/01/2017,"45,100",0.40,0.89,"44,900","45,300","44,650","421,770","19,021,827,000"
24/01/2017,"44,700",0.25,0.56,"44,700","44,900","44,300","280,500","12,538,350,000"
23/01/2017,"44,450",0.25,0.57,"44,400","44,600","44,200","457,700","20,344,765,000"
20/01/2017,"44,200",0.40,0.91,"43,800","44,500","43,750","662,850","29,297,970,000"
19/01/2017,"43,800",0.00,0.00,"43,800","44,000","43,450","589,210","25,807,398,000"
18/01/2017,"43,800",-0.60,-1.35,"44,700","44,700","43,800","496,120","21,730,056,000"
17/01/2017,"44,400",0.40,0.91,"44,000","44,800","44,000","521,250","23,143,500,000"
16/01/2017,"44,000",-0.90,-2.00,"44,900","44,900","44,000","896,110","39,428,840,000"
13/01/2017,"44,900",-1.05,-2.29,"46,100","46,400","44,700","1,640,150","73,642,735,000"
12/01/2017,"45,950",-0.15,-0.33,"46,100","46,200","45,850","540,350","24,829,082,500"
11/01/2017,"46,100",0.10,0.22,"46,300","46,600","46,100","740,990","34,159,639,000"
10/01/2017,"46,000",0.80,1.77,"45,250","46,000","45,150","1,045,680","48,101,280,000"
09/01/2017,"45,200",0.25,0.56,"45,050","45,400","44,900","501,610","22,672,772,000"
06/01/2017,"44,950",-0.15,-0.33,"45,200","45,500","44,950","799,750","35,948,762,500"
05/01/2017,"45,100",-0.15,-0.33,"45,200","45,400","45,100","613,870","27,685,537,000"
04/01/2017,"45,250",0.40,0.89,"44,800","45,700","44,700","1,022,560","46,270,840,000"
03/01/2017,"44,850",0.85,1.93,"44,300","44,950","44,300","1,013,070","45,436,189,500"
30/12/2016,"44,000",0.55,1.27,"43,600","44,250","43,350","1,643,340","72,306,960,000"
29/12/2016,"43,450",-0.15,-0.34,"43,800","43,800","43,300","376,220","16,346,759,000"
28/12/2016,"43,600",0.45,1.04,"43,250","43,800","43,250","864,320","37,684,352,000"
27/12/2016,"43,150",0.45,1.05,"42,700","43,500","42,700","789,970","34,087,205,500"
26/12/2016,"42,700",0.05,0.12,"42,650","42,900","42,500","243,940","10,416,238,000"
23/12/2016,"42,650",0.10,0.24,"42,850","42,850","42,500","325,140","13,867,221,000"
22/12/2016,"42,550",0.05,0.12,"42,800","43,200","42,500","659,310","28,053,640,500"
21/12/2016,"42,500",-0.05,-0.12,"42,550","42,750","42,450","377,770","16,055,225,000"
20/12/2016,"42,550",-0.15,-0.35,"42,550","42,900","42,500","293,780","12,500,339,000"
19/12/2016,"42,700",0.60,1.43,"42,100","42,700","42,100","218,900","9,347,030,000"
16/12/2016,"42,100",0.25,0.60,"41,950","42,100","41,800","298,690","12,574,849,000"
15/12/2016,"41,850",-0.15,-0.36,"42,000","42,100","41,800","282,950","11,841,457,500"
14/12/2016,"42,000",0.20,0.48,"41,800","42,200","41,750","394,960","16,588,320,000"
13/12/2016,"41,800",-0.40,-0.95,"42,200","42,350","41,800","359,950","15,045,910,000"
12/12/2016,"42,200",-0.70,-1.63,"43,000","43,000","42,200","372,110","15,703,042,000"
09/12/2016,"42,900",0.65,1.54,"42,550","43,500","42,500","355,440","15,248,376,000"
08/12/2016,"42,250",0.15,0.36,"42,500","42,500","42,200","145,770","6,158,782,500"
07/12/2016,"42,100",-0.20,-0.47,"42,300","42,500","42,100","283,670","11,942,507,000"
06/12/2016,"42,300",-0.30,-0.70,"42,800","42,850","42,300","407,380","17,232,174,000"
05/12/2016,"42,600",-0.35,-0.81,"43,000","43,200","42,600","320,460","13,651,596,000"
02/12/2016,"42,950",-0.25,-0.58,"43,200","43,350","42,900","265,850","11,418,257,500"
01/12/2016,"43,200",-0.15,-0.35,"43,200","43,800","43,200","247,450","10,689,840,000"
30/11/2016,"43,350",0.20,0.46,"43,000","43,350","42,900","284,250","12,322,237,500"
29/11/2016,"43,150",-0.35,-0.80,"43,500","43,500","42,700","488,970","21,099,055,500"
28/11/2016,"43,500",-0.45,-1.02,"43,950","43,950","43,200","401,290","17,456,115,000"
25/11/2016,"43,950",-0.40,-0.90,"44,400","44,400","43,900","523,930","23,026,723,500"
24/11/2016,"44,350",0.40,0.91,"43,800","44,750","43,800","1,109,900","49,224,065,000"
23/11/2016,"43,950",0.85,1.97,"43,300","44,100","43,100","933,400","41,022,930,000"
22/11/2016,"43,100",0.00,0.00,"43,000","43,350","43,000","475,660","20,500,946,000"
21/11/2016,"43,100",0.00,0.00,"43,200","43,400","42,800","398,940","17,194,314,000"
18/11/2016,"43,100",0.50,1.17,"42,500","43,150","42,500","272,520","11,745,612,000"
17/11/2016,"42,600",-0.45,-1.05,"43,050","43,050","42,600","342,390","14,585,814,000"
16/11/2016,"43,050",-0.15,-0.35,"43,300","43,400","42,800","483,700","20,823,285,000"
15/11/2016,"43,200",0.45,1.05,"42,800","43,200","42,700","410,010","17,712,432,000"
14/11/2016,"42,750",-0.25,-0.58,"42,700","43,000","42,600","357,500","15,283,125,000"
11/11/2016,"43,000",0.30,0.70,"42,900","43,450","42,800","549,240","23,617,320,000"
10/11/2016,"42,700",0.50,1.18,"42,600","42,900","42,500","279,210","11,922,267,000"
09/11/2016,"42,200",-0.65,-1.52,"42,850","42,850","41,100","1,259,800","53,163,560,000"
08/11/2016,"42,850",0.05,0.12,"42,800","43,250","42,800","357,870","15,334,729,500"
07/11/2016,"42,800",0.65,1.54,"42,100","42,900","42,100","270,420","11,573,976,000"
04/11/2016,"42,150",0.15,0.36,"42,000","42,400","42,000","216,080","9,107,772,000"
03/11/2016,"42,000",-0.60,-1.41,"42,500","42,500","41,700","819,360","34,413,120,000"
02/11/2016,"42,600",-0.70,-1.62,"43,300","43,400","42,600","607,470","25,878,222,000"
01/11/2016,"43,300",-0.20,-0.46,"43,600","43,600","43,300","287,980","12,469,534,000"
31/10/2016,"43,500",-0.10,-0.23,"43,700","43,900","43,500","366,100","15,925,350,000"
28/10/2016,"43,600",0.40,0.93,"43,200","43,600","43,150","623,240","27,173,264,000"
27/10/2016,"43,200",0.20,0.47,"43,300","43,300","43,000","320,770","13,857,264,000"
26/10/2016,"43,000",-0.20,-0.46,"43,200","43,600","42,900","498,350","21,429,050,000"
25/10/2016,"43,200",0.00,0.00,"43,200","43,900","42,800","798,790","34,507,728,000"
24/10/2016,"43,200",-0.20,-0.46,"43,400","43,600","43,100","683,800","29,540,160,000"
21/10/2016,"43,400",-0.10,-0.23,"43,500","43,750","43,400","368,030","15,972,502,000"
20/10/2016,"43,500",-0.35,-0.80,"44,100","44,200","43,450","452,160","19,668,960,000"
19/10/2016,"43,850",0.25,0.57,"43,500","44,150","43,500","484,690","21,253,656,500"
18/10/2016,"43,600",0.20,0.46,"43,400","43,850","43,000","461,070","20,102,652,000"
17/10/2016,"43,400",-0.45,-1.03,"43,900","43,900","43,400","799,570","34,701,338,000"
14/10/2016,"43,850",-0.15,-0.34,"43,900","44,100","43,800","556,120","24,385,862,000"
13/10/2016,"44,000",0.20,0.46,"43,700","44,200","43,400","455,610","20,046,840,000"
12/10/2016,"43,800",-0.70,-1.57,"44,400","44,600","43,700","737,050","32,282,790,000"
11/10/2016,"44,500",0.90,2.06,"43,600","44,500","43,150","1,576,130","70,137,785,000"
10/10/2016,"43,600",-1.45,-3.22,"45,050","45,050","43,600","2,105,790","91,812,444,000"
07/10/2016,"45,050",-1.05,-2.28,"46,150","46,300","44,700","2,656,510","119,675,775,500"
06/10/2016,"46,100",-0.70,-1.50,"46,800","46,950","46,100","808,750","37,283,375,000"
05/10/2016,"46,800",0.00,0.00,"47,000","47,000","46,650","482,560","22,583,808,000"
04/10/2016,"46,800",0.15,0.32,"46,900","47,350","46,000","1,945,280","91,039,104,000"
03/10/2016,"46,650",0.00,0.00,"46,700","47,200","46,300","1,063,670","49,620,205,500"
30/09/2016,"46,650",-0.70,-1.48,"47,400","47,400","46,650","1,725,770","80,507,170,500"
29/09/2016,"47,350",-0.55,-1.15,"47,600","48,000","47,100","1,885,090","89,259,011,500"
28/09/2016,"47,900",0.10,0.21,"47,650","48,500","47,600","1,675,680","80,265,072,000"
27/09/2016,"47,800",0.00,0.00,"47,750","47,800","47,300","2,011,410","96,145,398,000"
26/09/2016,"47,800",0.40,0.84,"47,600","48,200","47,600","1,938,720","92,670,816,000"
23/09/2016,"47,400",0.80,1.72,"46,800","47,600","46,800","2,331,180","110,497,932,000"
22/09/2016,"46,600",1.10,2.42,"45,500","47,400","45,500","2,821,740","131,493,084,000"
21/09/2016,"45,500",-0.15,-0.33,"45,700","45,900","45,400","872,200","39,685,100,000"
20/09/2016,"45,650",0.35,0.77,"45,500","45,900","45,200","1,374,570","62,749,120,500"
19/09/2016,"45,300",0.30,0.67,"45,400","45,500","44,800","944,500","42,785,850,000"
16/09/2016,"45,000",0.20,0.45,"44,500","45,000","44,400","855,440","38,494,800,000"
15/09/2016,"44,800",-0.70,-1.54,"45,500","45,500","44,500","1,111,400","49,790,720,000"
14/09/2016,"45,500",0.30,0.66,"45,150","45,950","45,000","1,283,090","58,380,595,000"
13/09/2016,"45,200",0.20,0.44,"45,000","45,350","44,500","1,151,590","52,051,868,000"
12/09/2016,"45,000",-0.70,-1.53,"45,500","45,600","44,900","1,220,220","54,909,900,000"
09/09/2016,"45,700",0.10,0.22,"46,000","46,500","45,500","1,833,910","83,809,687,000"
08/09/2016,"45,600",1.50,3.40,"44,400","46,200","44,200","3,243,480","147,902,688,000"
07/09/2016,"44,100",-0.10,-0.23,"44,100","44,100","43,500","1,332,450","58,761,045,000"
06/09/2016,"44,200",-0.30,-0.67,"44,400","44,800","44,200","1,385,380","61,233,796,000"
05/09/2016,"44,500",0.00,0.00,"44,500","44,800","44,100","964,870","42,936,715,000"
01/09/2016,"44,500",0.60,1.37,"44,300","45,000","44,000","2,145,860","95,490,770,000"
31/08/2016,"43,900",1.30,3.05,"42,900","44,400","42,700","3,190,540","140,064,706,000"
30/08/2016,"42,600",0.00,0.00,"42,500","42,900","42,500","529,860","22,572,036,000"
29/08/2016,"42,600",-0.40,-0.93,"43,200","43,500","42,600","996,310","42,442,806,000"
26/08/2016,"43,000",0.60,1.42,"42,400","43,400","42,400","2,217,420","95,349,060,000"
25/08/2016,"42,400",0.40,0.95,"42,100","42,500","41,900","601,280","25,494,272,000"
24/08/2016,"42,000",0.30,0.72,"41,800","42,400","41,800","749,230","31,467,660,000"
23/08/2016,"41,700",0.20,0.48,"41,800","41,900","41,400","443,570","18,496,869,000"
22/08/2016,"41,500",0.10,0.24,"42,000","42,100","41,500","944,470","39,195,505,000"
19/08/2016,"42,400",-0.70,-1.62,"43,300","43,300","42,400","662,470","28,088,728,000"
18/08/2016,"43,100",-0.10,-0.23,"43,200","44,000","43,000","1,044,090","45,000,279,000"
17/08/2016,"43,200",0.50,1.17,"42,700","43,500","42,500","1,354,570","58,517,424,000"
16/08/2016,"42,700",1.10,2.64,"42,000","43,000","41,600","1,933,670","82,567,709,000"
15/08/2016,"41,600",0.00,0.00,"41,600","41,700","41,500","281,220","11,698,752,000"
12/08/2016,"41,600",-0.20,-0.48,"42,000","42,400","41,500","527,660","21,950,656,000"
11/08/2016,"41,800",0.70,1.70,"41,300","41,800","41,200","585,310","24,465,958,000"
10/08/2016,"41,100",0.20,0.49,"40,700","41,100","40,700","236,760","9,730,836,000"
09/08/2016,"40,900",0.30,0.74,"40,800","40,900","40,600","271,030","11,085,127,000"
08/08/2016,"40,600",0.10,0.25,"40,700","41,000","40,600","274,690","11,152,414,000"
05/08/2016,"40,500",0.10,0.25,"40,400","40,700","40,200","461,730","18,700,065,000"
04/08/2016,"40,400",-0.10,-0.25,"40,500","40,800","40,400","340,270","13,746,908,000"
03/08/2016,"40,500",-0.10,-0.25,"40,600","40,800","40,400","467,420","18,930,510,000"
02/08/2016,"40,600",-0.50,-1.22,"41,100","41,100","40,500","806,630","32,749,178,000"
01/08/2016,"41,100",0.10,0.24,"41,000","41,300","40,800","419,730","17,250,903,000"
29/07/2016,"41,000",-0.30,-0.73,"41,300","41,400","41,000","241,530","9,902,730,000"
28/07/2016,"41,300",0.00,0.00,"41,300","41,700","41,200","512,680","21,173,684,000"
27/07/2016,"41,300",0.40,0.98,"41,300","41,700","41,200","554,520","22,901,676,000"
26/07/2016,"40,900",-0.20,-0.49,"41,100","41,200","40,800","469,520","19,203,368,000"
25/07/2016,"41,100",-0.20,-0.48,"41,300","41,400","41,100","375,880","15,448,668,000"
22/07/2016,"41,300",-0.30,-0.72,"41,500","41,500","40,900","958,530","39,587,289,000"
21/07/2016,"41,600",0.00,0.00,"41,700","42,000","41,500","448,120","18,641,792,000"
20/07/2016,"41,600",-0.30,-0.72,"41,900","42,100","41,600","575,060","23,922,496,000"
19/07/2016,"41,900",-0.70,-1.64,"42,700","42,700","41,700","1,148,610","48,126,759,000"
18/07/2016,"42,600",0.00,0.00,"42,500","42,700","42,200","578,400","24,639,840,000"
15/07/2016,"42,600",-0.40,-0.93,"42,900","43,200","42,600","730,200","31,106,520,000"
14/07/2016,"43,000",0.10,0.23,"43,000","43,900","42,900","1,880,280","80,852,040,000"
13/07/2016,"42,900",0.30,0.70,"42,600","43,300","42,600","751,090","32,221,761,000"
12/07/2016,"42,600",0.00,0.00,"42,600","43,000","42,000","744,580","31,719,108,000"
11/07/2016,"42,600",-1.00,-2.29,"43,700","44,000","42,600","1,035,540","44,114,004,000"
08/07/2016,"43,600",0.30,0.69,"43,400","44,400","43,400","1,594,930","69,538,948,000"
07/07/2016,"43,300",1.00,2.36,"42,700","43,900","42,400","1,592,870","68,971,271,000"
06/07/2016,"42,300",0.10,0.24,"42,100","42,500","41,900","602,040","25,466,292,000"
05/07/2016,"42,200",-0.30,-0.71,"42,500","42,700","42,200","791,050","33,382,310,000"
04/07/2016,"42,500",0.60,1.43,"42,000","42,700","42,000","863,920","36,716,600,000"
01/07/2016,"41,900",0.10,0.24,"42,000","42,300","41,800","579,110","24,264,709,000"
30/06/2016,"41,800",-0.20,-0.48,"42,500","42,600","41,800","669,690","27,993,042,000"
29/06/2016,"42,000",0.80,1.94,"41,100","42,500","41,100","1,250,570","52,523,940,000"
28/06/2016,"41,200",0.00,0.00,"41,200","41,400","41,000","328,400","13,530,080,000"
27/06/2016,"41,200",0.30,0.73,"40,900","41,400","40,200","587,560","24,207,472,000"
24/06/2016,"40,900",-1.00,-2.39,"41,700","41,700","39,100","2,562,810","104,818,929,000"
23/06/2016,"41,900",-0.50,-1.18,"42,300","42,400","41,900","826,170","34,616,523,000"
22/06/2016,"42,400",-0.30,-0.70,"42,500","42,900","42,400","300,480","12,740,352,000"
21/06/2016,"42,700",0.00,0.00,"42,900","43,800","42,600","1,442,710","61,603,717,000"
20/06/2016,"42,700",2.30,5.69,"40,500","42,900","40,400","1,877,120","80,153,024,000"
17/06/2016,"40,400",0.00,0.00,"40,400","40,500","40,300","206,120","8,327,248,000"
16/06/2016,"40,400",0.10,0.25,"40,500","40,600","40,300","359,320","14,516,528,000"
15/06/2016,"40,300",-0.20,-0.49,"40,500","40,500","40,200","414,560","16,706,768,000"
14/06/2016,"40,500",0.10,0.25,"40,300","40,500","40,300","242,560","9,823,680,000"
13/06/2016,"40,400",-0.10,-0.25,"40,500","40,500","40,400","237,230","9,584,092,000"
10/06/2016,"40,500",0.00,0.00,"40,400","40,600","40,400","475,190","19,245,195,000"
09/06/2016,"40,500",-0.20,-0.49,"40,700","40,700","40,500","325,390","13,178,295,000"
08/06/2016,"40,700",0.20,0.49,"40,500","40,700","40,400","516,630","21,026,841,000"
07/06/2016,"40,500",0.10,0.25,"40,600","40,600","40,200","559,610","22,664,205,000"
06/06/2016,"40,400",-0.30,-0.74,"40,700","40,700","40,200","754,110","30,466,044,000"
03/06/2016,"40,700",-0.10,-0.25,"40,900","40,900","40,600","400,290","16,291,803,000"
02/06/2016,"40,800",0.00,0.00,"41,000","41,000","40,700","318,100","12,978,480,000"
01/06/2016,"40,800",0.00,0.00,"41,000","41,000","40,800","519,620","21,200,496,000"
31/05/2016,"40,800",-0.30,-0.73,"41,200","41,200","40,800","589,350","24,045,480,000"
30/05/2016,"41,100",0.10,0.24,"41,000","41,400","41,000","447,160","18,378,276,000"
27/05/2016,"41,000",0.60,1.49,"40,800","41,100","40,400","543,580","22,286,780,000"
26/05/2016,"47,500",-0.20,-0.42,"47,800","47,900","47,500","1,328,870","63,121,325,000"
25/05/2016,"47,700",0.00,0.00,"47,800","47,900","47,600","598,370","28,542,249,000"
24/05/2016,"47,700",-0.10,-0.21,"47,900","48,000","47,700","369,180","17,609,886,000"
23/05/2016,"47,800",-0.10,-0.21,"48,300","48,300","47,800","345,150","16,498,170,000"
20/05/2016,"47,900",0.20,0.42,"47,700","47,900","47,700","485,060","23,234,374,000"
19/05/2016,"47,700",0.00,0.00,"48,000","48,000","47,600","186,020","8,873,154,000"
18/05/2016,"47,700",0.10,0.21,"48,000","48,400","47,700","692,880","33,050,376,000"
17/05/2016,"47,600",0.30,0.63,"47,400","47,800","47,300","354,380","16,868,488,000"
16/05/2016,"47,300",-0.10,-0.21,"47,400","47,500","47,200","310,390","14,681,447,000"
13/05/2016,"47,400",0.00,0.00,"47,500","47,600","47,200","393,240","18,639,576,000"
12/05/2016,"47,400",-0.30,-0.63,"47,900","47,900","47,400","412,430","19,549,182,000"
11/05/2016,"47,700",0.40,0.85,"47,700","47,800","47,300","290,200","13,842,540,000"
10/05/2016,"47,300",0.10,0.21,"47,100","47,500","47,000","465,650","22,025,245,000"
09/05/2016,"47,200",-0.30,-0.63,"47,600","47,800","47,200","605,810","28,594,232,000"
06/05/2016,"47,500",-0.30,-0.63,"47,800","48,000","47,500","693,360","32,934,600,000"
05/05/2016,"47,800",-0.30,-0.62,"47,900","48,400","47,800","908,780","43,439,684,000"
04/05/2016,"48,100",-0.50,-1.03,"48,200","48,300","47,700","771,190","37,094,239,000"
29/04/2016,"48,600",0.20,0.41,"48,400","48,700","48,300","614,320","29,855,952,000"
28/04/2016,"48,400",0.70,1.47,"48,000","49,300","47,700","3,007,080","145,542,672,000"
27/04/2016,"47,700",-0.20,-0.42,"48,000","48,100","47,500","593,060","28,288,962,000"
26/04/2016,"47,900",0.00,0.00,"47,900","48,000","47,500","333,520","15,975,608,000"
25/04/2016,"47,900",0.10,0.21,"48,000","48,300","47,800","562,230","26,930,817,000"
22/04/2016,"47,800",0.50,1.06,"47,300","47,800","47,100","829,700","39,659,660,000"
21/04/2016,"47,300",0.20,0.42,"47,300","47,500","47,100","496,340","23,476,882,000"
20/04/2016,"47,100",0.10,0.21,"47,000","47,200","46,900","878,290","41,367,459,000"
19/04/2016,"47,000",-0.20,-0.42,"47,200","47,500","47,000","545,970","25,660,590,000"
15/04/2016,"47,200",-0.30,-0.63,"47,600","47,700","47,200","712,110","33,611,592,000"
14/04/2016,"47,500",-0.10,-0.21,"47,500","47,800","47,500","572,360","27,187,100,000"
13/04/2016,"47,600",-0.10,-0.21,"47,600","47,800","47,500","568,090","27,041,084,000"
12/04/2016,"47,700",-0.20,-0.42,"48,000","48,000","47,500","393,630","18,776,151,000"
11/04/2016,"47,900",0.30,0.63,"47,800","48,200","47,500","814,800","39,028,920,000"
08/04/2016,"47,600",-0.20,-0.42,"47,600","48,000","47,600","312,220","14,861,672,000"
07/04/2016,"47,800",0.40,0.84,"47,500","47,900","47,400","485,800","23,221,240,000"
06/04/2016,"47,400",0.40,0.85,"47,000","47,400","46,900","288,080","13,654,992,000"
05/04/2016,"47,000",0.20,0.43,"46,800","47,200","46,700","286,440","13,462,680,000"
04/04/2016,"46,800",0.00,0.00,"46,700","47,000","46,700","370,410","17,335,188,000"
01/04/2016,"46,800",-0.30,-0.64,"47,100","47,200","46,700","530,180","24,812,424,000"
31/03/2016,"47,100",-0.40,-0.84,"47,500","48,000","47,100","623,130","29,349,423,000"
30/03/2016,"47,500",0.00,0.00,"47,500","47,900","47,200","595,920","28,306,200,000"
29/03/2016,"47,500",-0.50,-1.04,"48,000","48,000","47,400","731,100","34,727,250,000"
28/03/2016,"48,000",0.10,0.21,"48,300","48,300","47,900","402,090","19,300,320,000"
25/03/2016,"47,900",-0.50,-1.03,"48,200","48,400","47,600","1,134,790","54,356,441,000"
24/03/2016,"48,400",-0.30,-0.62,"48,800","48,900","48,400","831,940","40,265,896,000"
23/03/2016,"48,700",0.00,0.00,"48,700","49,000","48,500","573,490","27,928,963,000"
22/03/2016,"48,700",-0.50,-1.02,"49,000","49,100","48,700","630,690","30,714,603,000"
21/03/2016,"49,200",-0.10,-0.20,"49,300","49,500","49,000","708,370","34,851,804,000"
18/03/2016,"49,300",0.80,1.65,"49,000","49,900","49,000","2,537,440","125,095,792,000"
17/03/2016,"48,500",0.00,0.00,"48,600","48,900","48,500","630,200","30,564,700,000"
16/03/2016,"48,500",0.00,0.00,"48,500","48,700","48,400","492,970","23,909,045,000"
15/03/2016,"48,500",-0.20,-0.41,"48,900","49,100","48,500","545,350","26,449,475,000"
14/03/2016,"48,700",0.20,0.41,"49,000","49,400","48,700","1,011,740","49,271,738,000"
11/03/2016,"48,500",0.30,0.62,"48,400","48,900","48,400","752,610","36,501,585,000"
10/03/2016,"48,200",0.20,0.42,"48,000","48,300","47,900","278,390","13,418,398,000"
09/03/2016,"48,000",0.00,0.00,"47,800","48,200","47,800","406,000","19,488,000,000"
08/03/2016,"48,000",-0.60,-1.23,"48,600","48,700","48,000","1,138,510","54,648,480,000"
07/03/2016,"48,600",-0.40,-0.82,"49,000","49,400","48,600","731,820","35,566,452,000"
04/03/2016,"49,000",0.20,0.41,"48,600","49,300","48,600","855,930","41,940,570,000"
03/03/2016,"48,800",0.10,0.21,"48,900","49,300","48,800","831,440","40,574,272,000"
02/03/2016,"48,700",0.50,1.04,"48,400","48,800","48,300","811,910","39,540,017,000"
01/03/2016,"48,200",0.40,0.84,"47,800","48,900","47,600","1,215,810","58,602,042,000"
29/02/2016,"47,800",0.10,0.21,"47,900","47,900","47,600","516,250","24,676,750,000"
26/02/2016,"47,700",0.10,0.21,"47,800","47,800","47,400","383,230","18,280,071,000"
25/02/2016,"47,600",-0.20,-0.42,"48,000","48,300","47,600","673,070","32,038,132,000"
24/02/2016,"47,800",0.00,0.00,"47,700","48,000","47,600","655,980","31,355,844,000"
23/02/2016,"47,800",-0.40,-0.83,"48,500","48,500","47,800","727,180","34,759,204,000"
22/02/2016,"48,200",0.50,1.05,"47,700","48,200","47,700","518,820","25,007,124,000"
19/02/2016,"47,700",-0.40,-0.83,"48,000","48,000","47,600","530,400","25,300,080,000"
18/02/2016,"48,100",0.60,1.26,"47,700","48,300","47,600","737,190","35,458,839,000"
17/02/2016,"47,500",0.20,0.42,"47,500","48,200","47,500","719,440","34,173,400,000"
16/02/2016,"47,300",0.60,1.28,"47,000","47,500","46,700","346,480","16,388,504,000"
15/02/2016,"46,700",-0.20,-0.43,"46,700","46,800","46,300","342,070","15,974,669,000"
05/02/2016,"46,900",0.40,0.86,"46,700","47,000","46,500","363,780","17,061,282,000"
04/02/2016,"46,500",-0.10,-0.21,"46,900","46,900","46,500","282,030","13,114,395,000"
03/02/2016,"46,600",0.40,0.87,"46,400","46,900","46,200","641,500","29,893,900,000"
02/02/2016,"46,200",-0.40,-0.86,"46,300","46,700","46,200","184,210","8,510,502,000"
